trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
735,False,"{'a': 0.1, 'e': 0.32160813176404734}",25,19,6.372412269683847,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
736,False,"{'a': 0.1, 'e': 0.22547187812891342}",25,13,-17.106349105784187,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
737,False,"{'a': 0.1, 'e': 0.1270827840186229}",20,4,-22.151937680141792,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
738,False,"{'a': 0.1, 'e': 0.027423920738401768}",25,3,24.783136274103427,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
739,False,"{'a': 0.1, 'e': 0.07250895329270868}",20,13,12.485956004723274,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.1, 'e': 0.17171734183077755}",25,16,10.743142402493948,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.1, 'e': 0.26920998745149366}",30,10,-32.404075450951595,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
742,False,"{'a': 0.1, 'e': 0.36401277586657127}",20,10,-2.1142715107527277,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
743,False,"{'a': 0.1, 'e': 0.4551784689518164}",20,0,-121.66129376989755,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
744,False,"{'a': 0.1, 'e': 0.5417961692373049}",20,2,16.133553974725633,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.1, 'e': 0.6230004212937645}",25,0,-144.2171099920099,"{0: 13, 1: 6, 2: 3, 3: 1, 4: 2}",0
746,False,"{'a': 0.1, 'e': 0.6979798590772273}",30,0,-95.65683754549855,"{0: 25, 1: 0, 2: 2, 3: 1, 4: 2}",0
747,False,"{'a': 0.1, 'e': 0.7659853128302462}",20,0,-74.2023778717582,"{0: 11, 1: 1, 2: 8, 3: 0, 4: 0}",0
748,False,"{'a': 0.1, 'e': 0.8263372945385468}",20,5,-49.42201762033445,"{0: 8, 1: 2, 2: 5, 3: 0, 4: 0}",1
749,False,"{'a': 0.1, 'e': 0.8784327871506192}",25,13,-98.84577282158028,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
750,False,"{'a': 0.1, 'e': 0.9217512697247493}",35,2,-152.20689604475365,"{0: 20, 1: 3, 2: 8, 3: 0, 4: 2}",1
751,False,"{'a': 0.1, 'e': 0.9558599183022551}",30,0,-242.87046268825594,"{0: 15, 1: 4, 2: 6, 3: 1, 4: 4}",0
752,False,"{'a': 0.1, 'e': 0.9804179305413608}",30,0,-136.45708903199505,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
753,False,"{'a': 0.1, 'e': 0.9951799309015783}",20,0,-18.14955826546371,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
754,False,"{'a': 0.1, 'e': 0.9999984223549769}",20,0,-50.043375552212865,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
755,False,"{'a': 0.1, 'e': 0.9948252601277343}",30,0,-94.81917277409872,"{0: 19, 1: 2, 2: 7, 3: 2, 4: 0}",0
756,False,"{'a': 0.1, 'e': 0.9797121327468037}",20,0,-128.53286511925913,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 3}",0
757,False,"{'a': 0.1, 'e': 0.9548100455852436}",25,0,-83.95450889859866,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
758,False,"{'a': 0.1, 'e': 0.9203678120664357}",20,0,-83.70306718129669,"{0: 8, 1: 5, 2: 7, 3: 0, 4: 0}",0
759,False,"{'a': 0.1, 'e': 0.876729567602604}",25,9,-31.601261165019906,"{0: 10, 1: 3, 2: 3, 3: 0, 4: 0}",1
760,False,"{'a': 0.1, 'e': 0.8243313311075577}",20,0,-70.54866136099025,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
761,False,"{'a': 0.1, 'e': 0.7636966484397866}",25,12,-30.230949502046787,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 0}",1
762,False,"{'a': 0.1, 'e': 0.6954313613053625}",25,0,-258.2241734344118,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 5}",0
763,False,"{'a': 0.1, 'e': 0.6202175538878211}",30,0,-224.56304912014974,"{0: 16, 1: 2, 2: 8, 3: 0, 4: 4}",0
764,False,"{'a': 0.1, 'e': 0.538806737688487}",25,0,-131.23949548636327,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
765,False,"{'a': 0.1, 'e': 0.45201234267200896}",25,0,-35.530288635967906,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
766,False,"{'a': 0.1, 'e': 0.36070158974295474}",30,0,-11.044351532012232,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 0}",0
767,False,"{'a': 0.1, 'e': 0.2657868257612953}",30,3,-1.65897864392012,"{0: 24, 1: 0, 2: 3, 3: 0, 4: 0}",1
768,False,"{'a': 0.1, 'e': 0.16821640767405896}",25,16,6.715983959031645,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
769,False,"{'a': 0.1, 'e': 0.06896522684630882}",20,14,14.171586011398578,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.1, 'e': 0.03097503173121646}",20,8,22.279151784525837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,False,"{'a': 0.1, 'e': 0.13060579803068173}",35,25,19.510000738731318,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.1, 'e': 0.2289315943687473}",25,0,3.314435683994116,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
773,False,"{'a': 0.1, 'e': 0.32496998189061793}",20,7,8.13722789851634,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.1, 'e': 0.4177613767742181}",20,1,-40.811628659494325,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 0}",1
775,False,"{'a': 0.1, 'e': 0.506378638074642}",20,7,-70.01589622542501,"{0: 6, 1: 4, 2: 2, 3: 0, 4: 1}",1
776,False,"{'a': 0.1, 'e': 0.5899363314099593}",20,7,-162.44629143011548,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 3}",1
777,False,"{'a': 0.1, 'e': 0.667599575928841}",20,1,-81.19219246779737,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 1}",1
778,False,"{'a': 0.1, 'e': 0.7385923861641319}",20,0,-83.78427152977233,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
779,False,"{'a': 0.1, 'e': 0.802205425423044}",25,17,-18.41038648501138,"{0: 5, 1: 2, 2: 0, 3: 1, 4: 0}",1
780,False,"{'a': 0.1, 'e': 0.8578030932449878}",25,0,-112.8721446220357,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
781,False,"{'a': 0.1, 'e': 0.9048298761112383}",20,0,-171.57630924544324,"{0: 9, 1: 4, 2: 4, 3: 0, 4: 3}",0
782,False,"{'a': 0.1, 'e': 0.9428158979523701}",20,2,-153.80332000437744,"{0: 6, 1: 4, 2: 6, 3: 0, 4: 2}",1
783,False,"{'a': 0.1, 'e': 0.9713816149946669}",20,0,-132.483549018306,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
784,False,"{'a': 0.1, 'e': 0.9902416080360045}",25,0,-194.77452875467776,"{0: 13, 1: 4, 2: 4, 3: 1, 4: 3}",0
785,False,"{'a': 0.1, 'e': 0.9992074342602034}",25,0,-266.6443105944501,"{0: 9, 1: 2, 2: 10, 3: 0, 4: 4}",0
786,False,"{'a': 0.1, 'e': 0.9981895100953388}",20,0,-63.84873773558273,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
787,False,"{'a': 0.1, 'e': 0.9871980063031853}",30,10,-64.75053159748815,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",1
788,False,"{'a': 0.1, 'e': 0.9663427463563229}",25,8,-51.00803669314817,"{0: 11, 1: 1, 2: 4, 3: 1, 4: 0}",1
789,False,"{'a': 0.1, 'e': 0.9358321091183142}",20,0,-176.56332955663026,"{0: 9, 1: 3, 2: 5, 3: 0, 4: 3}",0
790,False,"{'a': 0.1, 'e': 0.8959709467909631}",30,0,-119.22716588049231,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
791,False,"{'a': 0.1, 'e': 0.8471575389318887}",20,0,-28.053507506584292,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
792,False,"{'a': 0.1, 'e': 0.7898796129768653}",20,10,-4.503227497170565,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
793,False,"{'a': 0.1, 'e': 0.7247094710284541}",30,17,-41.39464545355866,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
794,False,"{'a': 0.1, 'e': 0.6522982716026375}",20,13,-18.58793564154228,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
795,False,"{'a': 0.1, 'e': 0.5733695234681091}",30,0,-120.1770516686092,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
796,False,"{'a': 0.1, 'e': 0.4887118565858413}",20,2,-98.42085033599322,"{0: 9, 1: 4, 2: 3, 3: 1, 4: 1}",1
797,False,"{'a': 0.1, 'e': 0.39917114237924173}",20,2,9.725956449030178,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
798,False,"{'a': 0.1, 'e': 0.3056420420664123}",20,3,-46.41326017832903,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 1}",1
799,False,"{'a': 0.1, 'e': 0.20905906750109535}",30,4,-128.9460143109248,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 3}",1
800,False,"{'a': 0.1, 'e': 0.11038724383904756}",20,15,9.846585628317706,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.1, 'e': 0.010612467325717374}",25,13,20.44526371265746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,False,"{'a': 0.1, 'e': 0.08926834545310194}",20,14,11.18544827822045,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,False,"{'a': 0.1, 'e': 0.18825721843235974}",25,0,-42.980548178733216,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
804,False,"{'a': 0.1, 'e': 0.2853650875145902}",30,18,22.25205483184766,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.1, 'e': 0.37962168297153187}",25,2,-28.961635988429073,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 0}",1
806,False,"{'a': 0.1, 'e': 0.47008522405847947}",20,15,-2.723736048745223,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
807,False,"{'a': 0.1, 'e': 0.5558518289761377}",20,0,-39.24812349141746,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
808,False,"{'a': 0.1, 'e': 0.6360645461588639}",20,0,-71.2653582103592,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
809,False,"{'a': 0.1, 'e': 0.7099219166513444}",20,0,-90.6426107929985,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
810,False,"{'a': 0.1, 'e': 0.7766859820216312}",25,20,7.39110411099624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.1, 'e': 0.835689657797818}",20,0,-17.717328584998803,"{0: 15, 1: 3, 2: 2, 3: 0, 4: 0}",0
812,False,"{'a': 0.1, 'e': 0.8863433987555546}",20,0,-127.42365168844573,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
813,False,"{'a': 0.1, 'e': 0.9281410894591062}",35,0,-86.8654607920037,"{0: 22, 1: 3, 2: 10, 3: 0, 4: 0}",0
814,False,"{'a': 0.1, 'e': 0.9606651011994307}",25,0,-165.98532087061284,"{0: 12, 1: 4, 2: 6, 3: 1, 4: 2}",0
815,False,"{'a': 0.1, 'e': 0.9835904648022342}",20,0,-86.40631646259389,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
816,False,"{'a': 0.1, 'e': 0.9966881176125165}",30,0,-59.49189801909736,"{0: 18, 1: 8, 2: 4, 3: 0, 4: 0}",0
817,False,"{'a': 0.1, 'e': 0.9998271922129018}",25,0,-129.78533831994721,"{0: 15, 1: 3, 2: 5, 3: 0, 4: 2}",0
818,False,"{'a': 0.1, 'e': 0.9929763240076241}",25,0,-125.23497375328822,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
819,False,"{'a': 0.1, 'e': 0.9762039646071967}",20,0,-115.85047245912193,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
820,False,"{'a': 0.1, 'e': 0.9496776978825432}",20,0,-125.33709683269561,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
821,False,"{'a': 0.1, 'e': 0.9136625655223527}",20,0,-135.5532589297547,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
822,False,"{'a': 0.1, 'e': 0.8685184188241584}",20,10,-28.741500094305714,"{0: 5, 1: 2, 2: 3, 3: 0, 4: 0}",1
823,False,"{'a': 0.1, 'e': 0.8146963231790851}",20,0,-32.15103496466054,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
824,False,"{'a': 0.1, 'e': 0.7527340511756142}",25,6,-122.74421550616893,"{0: 8, 1: 7, 2: 2, 3: 0, 4: 2}",1
825,False,"{'a': 0.1, 'e': 0.6832507093535931}",20,0,3.450359333724982,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
826,False,"{'a': 0.1, 'e': 0.6069405522963571}",35,0,-254.0964642199251,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 6}",0
827,False,"{'a': 0.1, 'e': 0.5245660458684595}",20,0,-83.46307997025028,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
828,False,"{'a': 0.1, 'e': 0.4369502489087129}",25,13,-22.29322303216332,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
829,False,"{'a': 0.1, 'e': 0.34496858949843207}",20,0,-29.83287236685658,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
830,False,"{'a': 0.1, 'e': 0.24954011797333814}",20,12,13.800159311840922,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.1, 'e': 0.15161832407643694}",25,15,17.91555686445708,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,False,"{'a': 0.1, 'e': 0.05218161000373245}",25,15,16.297623110207535,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,False,"{'a': 0.1, 'e': 0.0477764854671965}",30,17,25.963888096463073,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,False,"{'a': 0.1, 'e': 0.14725721408812947}",25,4,6.976619522164692,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
835,False,"{'a': 0.1, 'e': 0.24526659730265726}",25,0,-31.784254485001235,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
836,False,"{'a': 0.1, 'e': 0.3408253577513085}",20,0,-16.47258333940271,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
837,False,"{'a': 0.1, 'e': 0.43297870388717985}",20,14,3.967040478469029,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.1, 'e': 0.5208058699375538}",20,0,-102.9648643905572,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
839,False,"{'a': 0.1, 'e': 0.6034293158910315}",20,0,4.260263265621037,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
840,False,"{'a': 0.1, 'e': 0.6800234955873388}",25,2,-143.54185454475518,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 3}",1
841,False,"{'a': 0.1, 'e': 0.7498231053016292}",20,5,-79.74206360883792,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 1}",1
842,False,"{'a': 0.1, 'e': 0.8121307304063011}",30,0,-166.6569292336322,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
843,False,"{'a': 0.1, 'e': 0.866323813707489}",30,0,-143.3845122665135,"{0: 17, 1: 4, 2: 6, 3: 2, 4: 1}",0
844,False,"{'a': 0.1, 'e': 0.9118608758306834}",25,0,-152.8869684066565,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
845,False,"{'a': 0.1, 'e': 0.9482869255037094}",20,8,-2.69717406252732,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
846,False,"{'a': 0.1, 'e': 0.9752380056790884}",25,5,-58.93645375763179,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",1
847,False,"{'a': 0.1, 'e': 0.9924448300725429}",25,0,-356.8644049858815,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 8}",0
848,False,"{'a': 0.1, 'e': 0.9997354737825584}",25,8,-8.38960544322176,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
849,False,"{'a': 0.1, 'e': 0.9970370911071489}",30,0,-55.938593539659834,"{0: 23, 1: 0, 2: 6, 3: 1, 4: 0}",0
850,False,"{'a': 0.1, 'e': 0.9843766433940419}",20,0,-119.02237747138685,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
851,False,"{'a': 0.1, 'e': 0.9618806296517953}",30,0,-118.28391573853892,"{0: 18, 1: 2, 2: 9, 3: 0, 4: 1}",0
852,False,"{'a': 0.1, 'e': 0.9297738226135346}",25,0,-159.12488093666772,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
853,False,"{'a': 0.1, 'e': 0.8883770228820775}",30,0,-88.65414420438648,"{0: 19, 1: 5, 2: 5, 3: 0, 4: 1}",0
854,False,"{'a': 0.1, 'e': 0.83810385359639}",30,0,-236.50442139299705,"{0: 16, 1: 0, 2: 10, 3: 0, 4: 4}",0
855,False,"{'a': 0.1, 'e': 0.7794566276458688}",20,6,-60.35337410564236,"{0: 8, 1: 1, 2: 3, 3: 2, 4: 0}",1
856,False,"{'a': 0.1, 'e': 0.7130213287260063}",30,0,-147.26631966902073,"{0: 20, 1: 2, 2: 4, 3: 2, 4: 2}",0
857,False,"{'a': 0.1, 'e': 0.6394617563830383}",25,0,-88.84605759282799,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",0
858,False,"{'a': 0.1, 'e': 0.5595128935482332}",20,0,-32.95974412850341,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
859,False,"{'a': 0.1, 'e': 0.47397356283147857}",20,6,-23.03307114695321,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 0}",1
860,False,"{'a': 0.1, 'e': 0.38369844494974187}",30,22,11.827718680448159,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,False,"{'a': 0.1, 'e': 0.2895895390398971}",20,7,-5.514766834598995,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 0}",1
862,False,"{'a': 0.1, 'e': 0.19258715018155367}",30,1,11.552400369596553,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 0}",1
863,False,"{'a': 0.1, 'e': 0.09366049417943022}",25,13,15.304900892850666,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
864,False,"{'a': 0.1, 'e': 0.006201986520476918}",20,13,15.708629375318658,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,False,"{'a': 0.1, 'e': 0.10600249902117563}",20,13,11.68979271778774,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,False,"{'a': 0.1, 'e': 0.2047438695914363}",30,19,10.211680507210108,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.1, 'e': 0.3014395070960506}",20,0,-58.30941293547698,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 1}",0
868,False,"{'a': 0.1, 'e': 0.39512326068842774}",30,3,-55.69301270074227,"{0: 20, 1: 2, 2: 4, 3: 0, 4: 1}",1
869,False,"{'a': 0.1, 'e': 0.48485907327037797}",30,13,-26.892822168826072,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 0}",1
870,False,"{'a': 0.1, 'e': 0.569750334265312}",25,0,-187.0577089858531,"{0: 13, 1: 5, 2: 2, 3: 2, 4: 3}",0
871,False,"{'a': 0.1, 'e': 0.6489488382546992}",20,15,8.17706852394594,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,False,"{'a': 0.1, 'e': 0.7216632599662002}",20,12,-35.97464305437667,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
873,False,"{'a': 0.1, 'e': 0.7871670609342862}",25,0,-74.1713556080243,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
874,False,"{'a': 0.1, 'e': 0.8448057488323435}",25,0,-152.48364478009273,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
875,False,"{'a': 0.1, 'e': 0.8940034169437217}",30,0,-279.2670187661104,"{0: 15, 1: 1, 2: 9, 3: 0, 4: 5}",0
876,False,"{'a': 0.1, 'e': 0.9342684984312437}",20,0,-151.82356590346325,"{0: 6, 1: 5, 2: 7, 3: 1, 4: 1}",0
877,False,"{'a': 0.1, 'e': 0.9651986779105415}",25,0,-187.11641144080977,"{0: 9, 1: 7, 2: 6, 3: 1, 4: 2}",0
878,False,"{'a': 0.1, 'e': 0.9864849112524243}",20,0,-152.96404242415852,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
879,False,"{'a': 0.1, 'e': 0.9979145134496277}",20,0,-119.47317172250371,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
880,False,"{'a': 0.1, 'e': 0.9993732836951247}",25,8,-104.24264212038044,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 1}",1
881,False,"{'a': 0.1, 'e': 0.9908466464388259}",20,0,-23.993293095972707,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
882,False,"{'a': 0.1, 'e': 0.9724197970216671}",20,0,-102.75218984379197,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
883,False,"{'a': 0.1, 'e': 0.9442768504319128}",30,0,-124.8343603364216,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
884,False,"{'a': 0.1, 'e': 0.9066990016890745}",25,0,-60.66700603710979,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
885,False,"{'a': 0.1, 'e': 0.8600617162362019}",25,0,-151.7847551369123,"{0: 17, 1: 0, 2: 5, 3: 0, 4: 3}",0
886,False,"{'a': 0.1, 'e': 0.8048309784132947}",35,0,-256.9429438369599,"{0: 23, 1: 1, 2: 5, 3: 1, 4: 5}",0
887,False,"{'a': 0.1, 'e': 0.7415586354958403}",25,0,-68.32916234701831,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
888,False,"{'a': 0.1, 'e': 0.6708768838191963}",25,0,-135.63317227112083,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
889,False,"{'a': 0.1, 'e': 0.5934919520818551}",20,8,-96.41742595769101,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 2}",1
890,False,"{'a': 0.1, 'e': 0.5101770449416689}",20,6,-23.001364735471007,"{0: 9, 1: 3, 2: 2, 3: 0, 4: 0}",1
891,False,"{'a': 0.1, 'e': 0.4217646174105228}",20,0,-163.0279986862617,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
892,False,"{'a': 0.1, 'e': 0.3291380572390701}",20,16,9.312265318964561,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,False,"{'a': 0.1, 'e': 0.23322285839824772}",25,11,10.834331603717438,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
894,False,"{'a': 0.1, 'e': 0.13497737384955097}",25,13,-42.654414782108766,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
895,False,"{'a': 0.1, 'e': 0.03538323999893738}",25,16,14.74493712052194,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,False,"{'a': 0.1, 'e': 0.06456443148961562}",25,15,17.620259044105335,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,False,"{'a': 0.1, 'e': 0.16386699652087378}",20,6,-21.872381607005593,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 0}",1
898,False,"{'a': 0.1, 'e': 0.26153225669013663}",20,6,-58.59346960230673,"{0: 8, 1: 3, 2: 2, 3: 0, 4: 1}",1
899,False,"{'a': 0.1, 'e': 0.35658437300160806}",20,10,-33.30486861816393,"{0: 7, 1: 1, 2: 0, 3: 2, 4: 0}",1
900,False,"{'a': 0.1, 'e': 0.4480736161291701}",25,0,-125.54849297496214,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
901,False,"{'a': 0.1, 'e': 0.5350858557978274}",20,0,-130.76717219334085,"{0: 10, 1: 5, 2: 2, 3: 1, 4: 2}",0
902,False,"{'a': 0.1, 'e': 0.6167516944712085}",25,0,-57.48285155995132,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
903,False,"{'a': 0.1, 'e': 0.692255154084449}",30,0,-69.06225353277836,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
904,False,"{'a': 0.1, 'e': 0.7608418290271978}",20,0,-55.33493495527557,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
905,False,"{'a': 0.1, 'e': 0.8218264239151786}",30,0,-143.33735139727062,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
906,False,"{'a': 0.1, 'e': 0.8745996008351044}",25,0,-234.22009028159397,"{0: 10, 1: 0, 2: 11, 3: 1, 4: 3}",0
907,False,"{'a': 0.1, 'e': 0.9186340676476693}",35,0,-133.78047478256795,"{0: 20, 1: 5, 2: 9, 3: 0, 4: 1}",0
908,False,"{'a': 0.1, 'e': 0.9534898465163544}",25,0,-63.96937661190956,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
909,False,"{'a': 0.1, 'e': 0.9788186700204824}",35,0,-151.24306140680264,"{0: 19, 1: 4, 2: 11, 3: 0, 4: 1}",0
910,False,"{'a': 0.1, 'e': 0.9943674609282015}",35,0,-95.41518819727716,"{0: 22, 1: 3, 2: 10, 3: 0, 4: 0}",0
911,False,"{'a': 0.1, 'e': 0.999980860860509}",20,0,-183.60762184054644,"{0: 8, 1: 2, 2: 6, 3: 2, 4: 2}",0
912,False,"{'a': 0.1, 'e': 0.9956027825808228}",20,0,-73.90435026167602,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
913,False,"{'a': 0.1, 'e': 0.9812769704001121}",25,0,-103.78725276681027,"{0: 15, 1: 3, 2: 5, 3: 1, 4: 1}",0
914,False,"{'a': 0.1, 'e': 0.9571465630982068}",30,0,-130.55705038672812,"{0: 18, 1: 5, 2: 5, 3: 0, 4: 2}",0
915,False,"{'a': 0.1, 'e': 0.9234526637284138}",20,0,-97.01484080134671,"{0: 9, 1: 3, 2: 7, 3: 1, 4: 0}",0
916,False,"{'a': 0.1, 'e': 0.8805319305955073}",25,9,-74.49157351815506,"{0: 10, 1: 0, 2: 5, 3: 0, 4: 1}",1
917,False,"{'a': 0.1, 'e': 0.828813213477255}",20,0,-136.7253287054515,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
918,False,"{'a': 0.1, 'e': 0.7688132686991532}",25,0,-69.95202688180991,"{0: 18, 1: 3, 2: 3, 3: 0, 4: 1}",1
