trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.1, 'e': 0.8527565521308732}",30,0,-202.19927849024825,"{0: 14, 1: 3, 2: 10, 3: 1, 4: 2}",0
184,False,"{'a': 0.1, 'e': 0.90064017238477}",25,0,-85.6669351798414,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
185,False,"{'a': 0.1, 'e': 0.939524893748256}",20,0,-81.31223749542018,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
186,False,"{'a': 0.1, 'e': 0.9690221929390499}",20,0,-27.95781495394368,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
187,False,"{'a': 0.1, 'e': 0.9888373426941459}",25,0,-141.53562241985682,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
188,False,"{'a': 0.1, 'e': 0.9987723565872102}",25,11,-83.23216339388502,"{0: 9, 1: 1, 2: 1, 3: 2, 4: 1}",1
189,False,"{'a': 0.1, 'e': 0.9987279672435014}",30,0,-66.8483166047378,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
190,False,"{'a': 0.1, 'e': 0.9887046181866692}",25,0,-93.63724180433864,"{0: 15, 1: 6, 2: 2, 3: 1, 4: 1}",0
191,False,"{'a': 0.1, 'e': 0.9688024594072101}",20,0,-150.55420360384056,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
192,False,"{'a': 0.1, 'e': 0.9392203466968696}",35,0,-107.75498136676988,"{0: 23, 1: 4, 2: 6, 3: 1, 4: 1}",0
193,False,"{'a': 0.1, 'e': 0.9002538547473045}",30,0,-154.5477491375037,"{0: 16, 1: 5, 2: 7, 3: 0, 4: 2}",1
194,False,"{'a': 0.1, 'e': 0.8522923238654625}",30,0,-161.72852479859066,"{0: 14, 1: 5, 2: 9, 3: 1, 4: 1}",0
195,False,"{'a': 0.1, 'e': 0.7958149698139441}",20,0,-116.98051379509522,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
196,False,"{'a': 0.1, 'e': 0.7313860956454967}",25,13,-11.11878421011613,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
197,False,"{'a': 0.1, 'e': 0.6596494533734593}",30,0,-130.03485513740603,"{0: 20, 1: 3, 2: 5, 3: 0, 4: 2}",0
198,False,"{'a': 0.1, 'e': 0.5813218118144357}",20,2,-15.498836015802322,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
199,False,"{'a': 0.1, 'e': 0.4971857948712022}",25,0,-139.57018985412225,"{0: 16, 1: 4, 2: 2, 3: 0, 4: 3}",0
200,False,"{'a': 0.1, 'e': 0.408082061813392}",20,8,-68.106394534258,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
201,False,"{'a': 0.1, 'e': 0.3149009076879342}",25,13,7.204368502009494,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.1, 'e': 0.21857336778525918}",25,4,15.115590082531487,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.1, 'e': 0.12006191504242673}",20,16,8.773538905408266,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.1, 'e': 0.02035084333167943}",30,17,24.594243360038107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.1, 'e': 0.07956356727854007}",20,13,13.992892702857876,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.1, 'e': 0.17868300502473455}",20,5,17.57691409555831,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.1, 'e': 0.2760171012494705}",25,2,-150.9502959126829,"{0: 13, 1: 1, 2: 6, 3: 1, 4: 2}",1
208,False,"{'a': 0.1, 'e': 0.37059332583764143}",20,0,-69.36289559687857,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
209,False,"{'a': 0.1, 'e': 0.46146670441591253}",30,0,-142.96217953956796,"{0: 22, 1: 0, 2: 5, 3: 0, 4: 3}",0
210,False,"{'a': 0.1, 'e': 0.5477292602242684}",20,0,-20.89992577378757,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
211,False,"{'a': 0.1, 'e': 0.628519086319688}",25,0,-82.96407486780635,"{0: 15, 1: 2, 2: 7, 3: 1, 4: 0}",0
212,False,"{'a': 0.1, 'e': 0.7030289574653885}",30,0,-130.37078966969568,"{0: 20, 1: 2, 2: 6, 3: 0, 4: 2}",0
213,False,"{'a': 0.1, 'e': 0.7705143956585688}",20,0,-28.339324170321174,"{0: 13, 1: 5, 2: 2, 3: 0, 4: 0}",0
214,False,"{'a': 0.1, 'e': 0.8303011087085271}",30,2,-119.45868108828914,"{0: 18, 1: 4, 2: 4, 3: 0, 4: 2}",1
215,False,"{'a': 0.1, 'e': 0.8817917275413242}",25,0,-200.00263581583067,"{0: 12, 1: 2, 2: 8, 3: 0, 4: 3}",0
216,False,"{'a': 0.1, 'e': 0.9244717749141217}",25,0,-82.51893504035635,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
217,False,"{'a': 0.1, 'e': 0.9579148059017166}",30,0,-82.60745410331255,"{0: 18, 1: 4, 2: 8, 3: 0, 4: 0}",0
218,False,"{'a': 0.1, 'e': 0.9817866687932767}",20,0,-76.09193555113973,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
219,False,"{'a': 0.1, 'e': 0.9958488438257798}",25,0,-387.4676681571717,"{0: 9, 1: 1, 2: 7, 3: 0, 4: 8}",0
220,False,"{'a': 0.1, 'e': 0.9999608263946371}",25,0,-191.09461261898366,"{0: 12, 1: 4, 2: 6, 3: 0, 4: 3}",0
221,False,"{'a': 0.1, 'e': 0.9940815309292618}",30,0,-226.1179410735527,"{0: 18, 1: 1, 2: 6, 3: 1, 4: 4}",0
222,False,"{'a': 0.1, 'e': 0.9782697014065067}",20,0,-140.19924356961405,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 3}",0
223,False,"{'a': 0.1, 'e': 0.9526833244002685}",30,0,-119.9406446032556,"{0: 17, 1: 6, 2: 5, 3: 1, 4: 1}",0
224,False,"{'a': 0.1, 'e': 0.9175780505318598}",30,0,-110.68319987351933,"{0: 17, 1: 6, 2: 6, 3: 0, 4: 1}",0
225,False,"{'a': 0.1, 'e': 0.8733046400935156}",25,0,-76.36819110071892,"{0: 16, 1: 5, 2: 3, 3: 0, 4: 1}",0
226,False,"{'a': 0.1, 'e': 0.820305458367489}",20,0,-77.50262592528759,"{0: 9, 1: 4, 2: 7, 3: 0, 4: 0}",0
227,False,"{'a': 0.1, 'e': 0.7591100556583875}",25,0,-90.91897952682406,"{0: 18, 1: 5, 2: 0, 3: 0, 4: 2}",0
228,False,"{'a': 0.1, 'e': 0.6903298762015725}",30,0,-232.65559892436042,"{0: 15, 1: 3, 2: 8, 3: 0, 4: 4}",0
229,False,"{'a': 0.1, 'e': 0.614652148814467}",20,0,-64.19690153022154,"{0: 10, 1: 4, 2: 6, 3: 0, 4: 0}",0
230,False,"{'a': 0.1, 'e': 0.5328330203333975}",20,0,-39.82130856990237,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
231,False,"{'a': 0.1, 'e': 0.44569000044433316}",25,0,-40.00329127711012,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
232,False,"{'a': 0.1, 'e': 0.3540937933963556}",25,18,15.177279180067831,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 0.1, 'e': 0.2589595982126113}",20,0,4.292510391827347,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
234,False,"{'a': 0.1, 'e': 0.16123796432418536}",20,7,-32.30141956552202,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
235,False,"{'a': 0.1, 'e': 0.061905293994420546}",20,5,18.58487184605455,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 0.1, 'e': 0.03804591356977048}",25,10,25.919071730537777,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.1, 'e': 0.13761697894187933}",20,9,-2.8589176654375823,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.1, 'e': 0.2358130209505226}",30,13,18.428237744056126,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
239,False,"{'a': 0.1, 'e': 0.3316528972032528}",25,11,-19.24934501404549,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
240,False,"{'a': 0.1, 'e': 0.424179007336997}",20,0,-103.08428228750003,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
241,False,"{'a': 0.1, 'e': 0.5124668610443709}",25,0,-177.12529702606648,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
242,False,"{'a': 0.1, 'e': 0.5956343152752115}",20,7,-31.817876025820894,"{0: 8, 1: 1, 2: 4, 3: 0, 4: 0}",1
243,False,"{'a': 0.1, 'e': 0.6728503883183468}",20,0,-107.76148733501188,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
244,False,"{'a': 0.1, 'e': 0.7433435626961754}",20,0,-41.703680438280436,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
245,False,"{'a': 0.1, 'e': 0.8064094939122546}",20,0,-101.83978814407511,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
246,False,"{'a': 0.1, 'e': 0.8614180480287028}",20,0,-83.22864368068187,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
247,False,"{'a': 0.1, 'e': 0.9078195977561968}",25,0,-143.33116115277994,"{0: 15, 1: 1, 2: 7, 3: 0, 4: 2}",0
248,False,"{'a': 0.1, 'e': 0.9451505141481711}",35,3,-258.14828948304256,"{0: 14, 1: 6, 2: 7, 3: 1, 4: 4}",1
249,False,"{'a': 0.1, 'e': 0.9730377990280002}",30,0,-144.6703236097423,"{0: 19, 1: 2, 2: 7, 3: 0, 4: 2}",0
250,False,"{'a': 0.1, 'e': 0.9912028118634736}",25,3,-129.3001058363347,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 2}",1
251,False,"{'a': 0.1, 'e': 0.9994640538508954}",30,17,-49.161713646598436,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
252,False,"{'a': 0.1, 'e': 0.9977389813911302}",25,0,-103.04604066013975,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
253,False,"{'a': 0.1, 'e': 0.9860448308379632}",20,0,-97.0702751716622,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
254,False,"{'a': 0.1, 'e': 0.9644984462781486}",25,0,-183.4372011446816,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
255,False,"{'a': 0.1, 'e': 0.933315112063922}",25,0,-65.53904151159631,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
256,False,"{'a': 0.1, 'e': 0.8928064017629097}",20,0,-176.17220906466915,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
257,False,"{'a': 0.1, 'e': 0.8433770650180411}",25,0,-148.27838904901625,"{0: 14, 1: 3, 2: 5, 3: 1, 4: 2}",0
258,False,"{'a': 0.1, 'e': 0.7855209834229068}",30,21,-4.614399431564605,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
259,False,"{'a': 0.1, 'e': 0.7198162358201232}",25,0,-118.21581326148689,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
260,False,"{'a': 0.1, 'e': 0.6469193223286404}",20,8,-55.292297947511926,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 1}",1
261,False,"{'a': 0.1, 'e': 0.5675586048115439}",20,0,-100.98932495587115,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
262,False,"{'a': 0.1, 'e': 0.48252702932510166}",20,0,-68.6620029380171,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
263,False,"{'a': 0.1, 'e': 0.3926742032638758}",25,0,-63.85616231420806,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
264,False,"{'a': 0.1, 'e': 0.2988979063644682}",25,12,-69.01925693369618,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 2}",1
265,False,"{'a': 0.1, 'e': 0.20213512038718198}",25,10,-42.5915353690913,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 0}",1
266,False,"{'a': 0.1, 'e': 0.10335266710397087}",25,7,17.21084134383599,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.1, 'e': 0.003537548134906392}",25,15,17.205522173589685,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.1, 'e': 0.09631291684576058}",20,12,12.778116370432475,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.1, 'e': 0.19520105499812576}",20,0,-34.75640754973087,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
270,False,"{'a': 0.1, 'e': 0.2921388087338362}",20,16,7.9369401131893,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.1, 'e': 0.38615760806093263}",20,0,-93.8396505805392,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",1
272,False,"{'a': 0.1, 'e': 0.4763180482150184}",20,0,-41.145005671072404,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
273,False,"{'a': 0.1, 'e': 0.5617192758811498}",25,11,-88.7580994641058,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 2}",1
274,False,"{'a': 0.1, 'e': 0.6415079902223857}",25,0,-42.58246000413109,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",0
275,False,"{'a': 0.1, 'e': 0.7148869687796651}",20,9,-13.40334687961732,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
276,False,"{'a': 0.1, 'e': 0.7811230330551143}",20,0,-55.10747069080825,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
277,False,"{'a': 0.1, 'e': 0.8395543741892222}",30,0,-137.783385954559,"{0: 15, 1: 7, 2: 6, 3: 1, 4: 1}",0
278,False,"{'a': 0.1, 'e': 0.8895971655362084}",20,0,-163.08954950227726,"{0: 10, 1: 3, 2: 4, 3: 0, 4: 3}",0
279,False,"{'a': 0.1, 'e': 0.9307513960668851}",25,0,-134.3123351556432,"{0: 9, 1: 3, 2: 13, 3: 0, 4: 0}",0
280,False,"{'a': 0.1, 'e': 0.9626058663135666}",25,0,-124.56862010374245,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
281,False,"{'a': 0.1, 'e': 0.9848422969392384}",35,0,-152.80843147410195,"{0: 20, 1: 7, 2: 6, 3: 0, 4: 2}",0
282,False,"{'a': 0.1, 'e': 0.9972385088794741}",20,12,-60.451770177758604,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 1}",1
283,False,"{'a': 0.1, 'e': 0.9996706432822098}",30,0,-63.97235330508012,"{0: 21, 1: 2, 2: 7, 3: 0, 4: 0}",0
284,False,"{'a': 0.1, 'e': 0.9921143990644502}",25,0,-61.481271447955606,"{0: 14, 1: 7, 2: 4, 3: 0, 4: 0}",0
285,False,"{'a': 0.1, 'e': 0.9746452757206577}",20,0,-112.35047296469487,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
286,False,"{'a': 0.1, 'e': 0.9474378189567576}",20,0,-63.41130663702454,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
287,False,"{'a': 0.1, 'e': 0.9107638766871459}",20,0,-67.72680492002618,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
288,False,"{'a': 0.1, 'e': 0.8649898828201886}",25,9,-62.33387768016287,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
289,False,"{'a': 0.1, 'e': 0.8105731959717306}",30,10,-108.56403002816742,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",1
290,False,"{'a': 0.1, 'e': 0.7480575296890004}",30,0,-98.12994190408227,"{0: 18, 1: 1, 2: 11, 3: 0, 4: 0}",0
291,False,"{'a': 0.1, 'e': 0.6780675198445586}",20,0,-86.45555121311168,"{0: 9, 1: 4, 2: 6, 3: 1, 4: 0}",0
292,False,"{'a': 0.1, 'e': 0.6013024834811519}",30,0,-63.8494615437356,"{0: 23, 1: 2, 2: 4, 3: 0, 4: 1}",0
293,False,"{'a': 0.1, 'e': 0.5185294314669792}",20,0,-42.560694334914146,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
294,False,"{'a': 0.1, 'e': 0.43057540477662676}",30,0,-287.85476981042336,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 7}",0
295,False,"{'a': 0.1, 'e': 0.3383192109710552}",25,0,-39.93154611858526,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 1}",1
296,False,"{'a': 0.1, 'e': 0.24268264344292018}",25,0,-58.8939923936477,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
297,False,"{'a': 0.1, 'e': 0.14462127116171977}",25,18,12.685174841082873,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
298,False,"{'a': 0.1, 'e': 0.04511489094451135}",25,13,18.60231263464873,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.1, 'e': 0.054842262350017955}",20,14,11.352475387398158,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.1, 'e': 0.15425144988758405}",25,3,-2.981194795552262,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
301,False,"{'a': 0.1, 'e': 0.2521194079266271}",20,3,-25.326427777481154,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
302,False,"{'a': 0.1, 'e': 0.34746827218126325}",25,15,-3.1982305950111796,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
303,False,"{'a': 0.1, 'e': 0.43934534831800104}",25,11,-85.52801294398076,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 2}",1
304,False,"{'a': 0.1, 'e': 0.5268326309626121}",20,0,-126.97154081899468,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
305,False,"{'a': 0.1, 'e': 0.6090559761063562}",25,0,-90.89017602079937,"{0: 15, 1: 5, 2: 4, 3: 0, 4: 1}",0
306,False,"{'a': 0.1, 'e': 0.6851938352639869}",25,11,-80.67338307403074,"{0: 7, 1: 2, 2: 4, 3: 0, 4: 1}",1
307,False,"{'a': 0.1, 'e': 0.7544854641146285}",25,0,-121.12435233216432,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
308,False,"{'a': 0.1, 'e': 0.8162385236075703}",20,0,-52.05645442317008,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
309,False,"{'a': 0.1, 'e': 0.8698359975852109}",20,3,-56.66275897286859,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
310,False,"{'a': 0.1, 'e': 0.9147423578045313}",25,0,-287.72155165925267,"{0: 11, 1: 4, 2: 2, 3: 3, 4: 5}",0
311,False,"{'a': 0.1, 'e': 0.9505089147582922}",20,0,-161.819009553144,"{0: 8, 1: 2, 2: 6, 3: 3, 4: 1}",0
312,False,"{'a': 0.1, 'e': 0.9767783008322618}",20,0,-127.80926466588372,"{0: 12, 1: 2, 2: 3, 3: 1, 4: 2}",0
313,False,"{'a': 0.1, 'e': 0.9932880410042931}",20,0,-176.6496277550678,"{0: 11, 1: 5, 2: 0, 3: 0, 4: 4}",0
314,False,"{'a': 0.1, 'e': 0.9998731754079828}",20,2,-92.66808642290577,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 1}",1
315,False,"{'a': 0.1, 'e': 0.9964679075571249}",25,0,-137.70359101218543,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",0
316,False,"{'a': 0.1, 'e': 0.983106261762453}",25,0,-70.06325860276483,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
317,False,"{'a': 0.1, 'e': 0.9599217431719744}",35,0,-199.0722190149863,"{0: 22, 1: 4, 2: 4, 3: 2, 4: 3}",0
318,False,"{'a': 0.1, 'e': 0.9271460038316639}",30,0,-102.02575653224078,"{0: 20, 1: 1, 2: 8, 3: 0, 4: 1}",0
319,False,"{'a': 0.1, 'e': 0.8851065280947882}",25,18,-43.9420249899982,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
320,False,"{'a': 0.1, 'e': 0.8342233605065102}",30,18,-25.380590104452484,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
321,False,"{'a': 0.1, 'e': 0.7750049088576295}",30,0,-85.61529749432195,"{0: 20, 1: 1, 2: 8, 3: 1, 4: 0}",0
322,False,"{'a': 0.1, 'e': 0.7080428643420057}",25,0,-46.73745494281801,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
323,False,"{'a': 0.1, 'e': 0.63400628957373}",20,10,-46.12885188851075,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
324,False,"{'a': 0.1, 'e': 0.5536349335346549}",20,5,-134.34376821182303,"{0: 7, 1: 3, 2: 1, 3: 2, 4: 2}",1
325,False,"{'a': 0.1, 'e': 0.4677318402470736}",20,0,-17.09189201302353,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
326,False,"{'a': 0.1, 'e': 0.37715532502333365}",25,8,-59.07645705280425,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
327,False,"{'a': 0.1, 'e': 0.28281039846293554}",25,14,-15.7004499843103,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
328,False,"{'a': 0.1, 'e': 0.18563972388578434}",20,0,-21.45561766802422,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
329,False,"{'a': 0.1, 'e': 0.08661419855190752}",30,14,26.945494191619677,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.1, 'e': 0.013276747223059479}",20,14,4.0196965393860635,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.1, 'e': 0.1130350361284828}",30,19,14.386482751700854,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.1, 'e': 0.2116639163173255}",30,12,9.393232646635788,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
333,False,"{'a': 0.1, 'e': 0.3081779206211139}",35,19,-11.570214090004825,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
334,False,"{'a': 0.1, 'e': 0.4016127130121261}",20,12,5.700101330299172,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.1, 'e': 0.49103472393024045}",25,0,-121.27126056443504,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
336,False,"{'a': 0.1, 'e': 0.5755504782013432}",25,0,-53.58353971389333,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
337,False,"{'a': 0.1, 'e': 0.6543155223459516}",25,0,-121.98247859115804,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
338,False,"{'a': 0.1, 'e': 0.7265428620792345}",20,0,-88.35169784508855,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",1
339,False,"{'a': 0.1, 'e': 0.7915108256977569}",20,0,-55.70281657814201,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
340,False,"{'a': 0.1, 'e': 0.8485702747846052}",25,0,-166.3724460899974,"{0: 15, 1: 1, 2: 6, 3: 0, 4: 3}",0
341,False,"{'a': 0.1, 'e': 0.897151090185845}",20,0,-22.14055523035951,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
342,False,"{'a': 0.1, 'e': 0.9367678684526696}",25,0,-42.50425390437655,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
343,False,"{'a': 0.1, 'e': 0.9670247718322027}",25,0,-201.32620433296339,"{0: 13, 1: 0, 2: 9, 3: 0, 4: 3}",0
344,False,"{'a': 0.1, 'e': 0.9876194833474773}",20,0,-39.632493691595315,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
345,False,"{'a': 0.1, 'e': 0.9983462274487422}",20,0,-219.5127579760969,"{0: 7, 1: 4, 2: 5, 3: 0, 4: 4}",0
346,False,"{'a': 0.1, 'e': 0.9990978260547261}",20,0,-96.74337038799129,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
347,False,"{'a': 0.1, 'e': 0.9898667694406034}",20,0,-105.44550384410283,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
348,False,"{'a': 0.1, 'e': 0.9707452912726807}",20,0,-70.91801503729125,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
349,False,"{'a': 0.1, 'e': 0.941924447040094}",25,0,-76.74885886604946,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
350,False,"{'a': 0.1, 'e': 0.9036922050915067}",20,0,-127.58929140750874,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
351,False,"{'a': 0.1, 'e': 0.856430569350572}",20,0,-107.23102478390209,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
352,False,"{'a': 0.1, 'e': 0.8006117624589936}",30,0,-129.05338104747906,"{0: 17, 1: 3, 2: 9, 3: 0, 4: 1}",0
353,False,"{'a': 0.1, 'e': 0.7367935074839876}",20,0,-21.141376672256502,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
354,False,"{'a': 0.1, 'e': 0.6656134553337595}",20,0,-61.05826434631298,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 2}",0
355,False,"{'a': 0.1, 'e': 0.587782813560387}",25,0,-98.23424152075653,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",1
356,False,"{'a': 0.1, 'e': 0.5040792402090849}",35,20,-67.35631228168333,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 2}",1
357,False,"{'a': 0.1, 'e': 0.4153390737160569}",20,0,-51.27086721662999,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
358,False,"{'a': 0.1, 'e': 0.32244897649130216}",20,0,-60.442922292410614,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
359,False,"{'a': 0.1, 'e': 0.22633707568091363}",25,8,10.740490295240939,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
360,False,"{'a': 0.1, 'e': 0.12796368962740468}",20,10,-6.7988952763924715,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
361,False,"{'a': 0.1, 'e': 0.02831173268631065}",25,20,10.809057784250472,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.1, 'e': 0.07162310572917044}",20,16,8.467662013004377,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.1, 'e': 0.17084230974765666}",20,16,7.456036627275199,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.1, 'e': 0.26835451388009673}",20,11,-19.16856064315151,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
365,False,"{'a': 0.1, 'e': 0.36318540841606234}",30,9,-30.27485988199508,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
366,False,"{'a': 0.1, 'e': 0.45438747440426913}",20,0,-113.11082051706855,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
